1024,4096,1,0,1,4,0,0
1024,4096,1,0,2,2,4,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,2,2,4,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,5,3,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,5,0,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,1,0
512,8192,1,0,1,2,0,0
1024,4096,1,0,2,2,4,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,3,0
1024,4096,1,0,1,5,4,0
512,8192,1,0,1,2,0,0
1024,4096,1,0,2,3,2,0
4096,4096,1,0,1,5,4,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,0,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,0,0
512,8192,1,0,1,2,0,0
512,8192,1,0,1,2,0,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,2,0,4,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,4,0
512,8192,1,0,1,2,0,0
1024,4096,1,0,1,5,0,0
1024,4096,1,0,1,3,0,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,2,2,4,0
1024,4096,1,0,1,4,3,0
1024,4096,1,0,2,1,4,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,1,0
4096,8192,1,0,1,2,0,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,2,2,1,0
1024,4096,1,0,1,5,4,0
512,8192,1,0,1,2,0,0
512,8192,1,0,1,2,0,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,4,1,0
4096,8192,1,0,1,2,0,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,0,0
4096,8192,1,0,1,2,0,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,4,1,0
512,8192,1,0,1,2,0,0
1024,4096,1,0,1,4,3,0
1024,4096,1,0,1,3,4,0
1024,4096,1,0,2,2,4,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,4,0
4096,8192,1,0,1,2,0,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,5,2,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,4,3,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,5,3,0
1024,4096,1,0,1,4,2,0
1024,4096,1,0,2,2,4,0
4096,8192,1,0,1,2,0,0
1024,4096,1,0,1,3,1,0
1024,4096,1,0,1,5,2,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,0,0
1024,4096,1,0,2,2,4,0
1024,4096,1,0,1,4,0,0
1024,4096,1,0,1,5,0,0
1024,4096,1,0,1,5,0,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,1,5,0,0
1024,4096,1,0,1,5,1,0
1024,4096,1,0,1,4,1,0
4096,8192,1,0,1,2,0,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,2,2,2,0
4096,4096,1,0,1,4,4,0
1024,4096,1,0,2,2,2,0
1024,4096,1,0,2,2,2,0
1024,4096,1,0,1,5,4,0
4096,4096,1,0,1,4,1,0
1024,4096,1,0,1,5,1,0
4096,4096,1,0,1,4,4,0
1024,4096,1,0,2,2,2,0
4096,4096,1,0,1,4,0,0
1024,4096,1,0,2,2,2,0
1024,4096,1,0,2,2,2,0
4096,4096,1,0,1,5,4,0
4096,4096,1,0,1,4,4,0
1024,4096,1,0,1,4,1,0
1024,4096,1,0,1,4,4,0
1024,4096,1,0,1,5,4,0
1024,4096,1,0,2,2,4,0
1024,4096,1,0,2,2,2,0
1024,4096,1,0,2,2,2,0
1024,4096,1,0,2,2,2,0
1024,4096,1,0,2,2,2,0
