3.829,253,1.0,0
2.695,4,9.0,0
3.829,104,2.0,0
2.694,4,9.0,0
3.851,254,11.0,0
4.165,0,5.0,0
3.953,254,3.0,0
3.974,253,0.0,0
3.767,253,7.0,0
3.843,253,1.0,0
3.697,253,1.0,0
4.002,217,3.0,0
2.667,0,0.0,0
2.694,4,9.0,0
3.798,253,1.0,0
3.942,0,5.0,0
3.926,0,10.0,0
2.797,0,0.0,0
3.554,0,4.0,0
4.222,254,12.0,0
3.874,253,0.0,0
4.221,254,0.0,0
3.763,254,3.0,0
3.724,254,1.0,0
3.827,254,10.0,0
3.887,253,0.0,0
2.732,0,0.0,0
2.73,0,0.0,0
3.733,253,2.0,0
3.823,253,2.0,0
4.399,254,3.0,0
3.943,254,11.0,0
4.285,254,3.0,0
3.93,104,3.0,0
3.762,254,3.0,0
3.947,254,8.0,0
2.427,254,10.0,0
3.773,0,6.0,0
3.98,254,10.0,0
4.5,254,7.0,0
2.68,0,0.0,0
3.905,253,1.0,0
3.521,87,0.0,0
4.482,254,6.0,0
2.694,4,9.0,0
3.849,254,5.0,0
2.634,64,7.0,0
3.994,254,3.0,0
3.906,254,8.0,0
4.023,253,3.0,0
2.769,0,0.0,0
3.639,254,6.0,0
3.775,104,1.0,0
3.77,253,3.0,0
3.991,254,10.0,0
4.258,254,9.0,0
4.207,254,3.0,0
2.733,64,2.0,0
4.297,254,7.0,0
2.786,0,0.0,0
2.688,0,0.0,0
3.968,253,3.0,0
3.994,254,8.0,0
3.75,253,7.0,0
3.815,254,3.0,0
3.83,253,0.0,0
3.78,253,2.0,0
2.783,0,0.0,0
3.8,253,1.0,0
3.907,254,8.0,0
3.865,253,0.0,0
3.809,253,3.0,0
4.295,254,8.0,0
3.899,254,0.0,0
2.766,0,0.0,0
3.935,254,9.0,0
3.74,104,3.0,0
2.74,0,0.0,0
3.763,0,5.0,0
3.54,0,8.0,0
2.66,4,9.0,0
3.9,254,10.0,0
4.215,104,8.0,0
2.778,0,0.0,0
3.837,253,2.0,0
3.837,253,0.0,0
3.914,254,10.0,0
3.725,254,3.0,0
3.803,253,1.0,0
3.83,253,1.0,0
3.795,253,2.0,0
3.864,253,2.0,0
3.75,254,11.0,0
3.766,253,3.0,0
3.88,254,9.0,0
4.044,253,4.0,0
3.712,253,3.0,0
3.881,253,0.0,0
3.991,254,9.0,0
3.803,253,5.0,0
4.051,254,3.0,0
3.764,0,6.0,0
3.839,253,2.0,0
3.771,253,2.0,0
3.665,253,0.0,0
3.987,254,3.0,0
3.772,253,1.0,0
4.019,253,3.0,0
3.994,104,5.0,0
3.8,253,4.0,0
2.708,4,9.0,0
2.739,0,0.0,0
3.582,254,3.0,0
4.108,254,4.0,0
4.117,0,8.0,0
3.946,254,10.0,0
3.966,254,3.0,0
3.871,254,12.0,0
3.799,253,1.0,0
3.961,253,0.0,0
2.704,4,9.0,0
3.765,253,0.0,0
3.927,253,0.0,0
3.928,253,0.0,0
3.809,253,3.0,0
3.756,254,3.0,0
4.389,254,8.0,0
3.933,253,0.0,0
3.95,254,3.0,0
3.799,253,2.0,0
2.787,0,0.0,0
3.773,254,13.0,0
2.74,64,4.0,0
3.817,232,10.0,0
2.803,64,4.0,0
2.749,64,4.0,0
4.425,254,12.0,0
3.841,49,2.0,0
4.065,254,3.0,0
3.769,113,12.0,0
2.752,64,4.0,0
3.768,115,0.0,0
2.78,64,4.0,0
2.775,64,4.0,0
4.086,144,10.0,0
3.806,232,8.0,0
3.787,232,3.0,0
3.836,254,10.0,0
4.079,254,9.0,0
2.67,4,6.0,0
2.765,64,4.0,0
2.743,64,4.0,0
2.803,64,4.0,0
2.813,64,4.0,0
2.701,64,4.0,0
2.746,64,4.0,0
2.485,4,1.0,0
2.754,64,4.0,0
2.788,65,4.0,0
2.737,64,4.0,0
3.915,192,8.0,0
3.611,254,12.0,0
2.677,4,1.0,0
2.766,64,4.0,0
2.798,64,4.0,0
2.76,64,4.0,0
2.652,64,5.0,0
2.694,4,5.0,0
2.785,64,4.0,0
2.769,64,4.0,0
2.725,64,4.0,0
2.789,64,4.0,0
2.751,64,4.0,0
2.78,64,4.0,0
2.743,64,4.0,0
2.799,64,4.0,0
4.07,232,4.0,0
3.721,252,1.0,0
2.703,64,4.0,0
2.764,64,4.0,0
4.183,255,9.0,0
2.784,64,4.0,0
2.849,64,4.0,0
4.034,254,9.0,0
4.175,254,4.0,0
2.786,64,4.0,0
3.653,232,10.0,0
2.741,64,4.0,0
2.77,64,4.0,0
3.353,86,2.0,0
4.284,232,9.0,0
2.842,64,4.0,0
2.757,64,4.0,0
2.794,64,4.0,0
2.748,64,4.0,0
3.897,254,10.0,0
4.29,181,5.0,0
2.795,64,4.0,0
2.716,64,4.0,0
3.866,232,4.0,0
2.793,64,4.0,0
2.792,64,4.0,0
2.646,64,5.0,0
2.758,64,4.0,0
2.464,196,1.0,0
2.767,64,4.0,0
3.584,24,9.0,0
4.076,145,3.0,0
2.739,64,4.0,0
4.072,254,3.0,0
2.804,64,4.0,0
2.787,64,4.0,0
2.739,64,4.0,0
2.826,64,4.0,0
3.924,254,14.0,0
2.726,64,4.0,0
2.716,0,0.0,0
3.989,232,4.0,0
2.765,64,4.0,0
2.8,64,4.0,0
2.786,64,4.0,0
2.819,64,4.0,0
2.692,4,5.0,0
4.12,95,6.0,0
2.717,64,4.0,0
2.724,64,4.0,0
2.775,64,4.0,0
2.735,0,0.0,0
2.754,64,4.0,0
4.079,254,3.0,0
2.727,64,4.0,0
4.048,253,2.0,0
2.651,0,0.0,0
4.147,127,9.0,0
3.863,232,11.0,0
4.05,232,4.0,0
3.811,232,10.0,0
2.724,64,4.0,0
2.744,64,4.0,0
3.91,210,3.0,0
2.802,64,4.0,0
4.376,254,12.0,0
2.778,64,4.0,0
2.784,64,4.0,0
2.773,64,4.0,0
2.888,65,4.0,0
2.784,64,4.0,0
3.585,113,12.0,0
2.722,64,4.0,0
3.66,254,2.0,0
2.779,64,4.0,0
2.831,68,4.0,0
3.836,201,0.0,0
2.756,64,4.0,0
2.82,64,4.0,0
2.41,53,1.0,0
2.78,64,4.0,0
2.779,64,4.0,0
2.813,64,4.0,0
4.326,253,2.0,0
4.321,253,6.0,0
2.82,64,4.0,0
3.901,113,12.0,0
2.732,64,4.0,0
2.805,64,4.0,0
2.634,4,5.0,0
2.794,64,4.0,0
2.729,64,4.0,0
2.783,64,4.0,0
2.779,64,4.0,0
