7,195,0
8,199,0
6,88,0
8,199,0
5,90,0
5,0,0
6,123,0
6,55,0
6,179,0
6,55,0
8,195,0
7,33,0
9,0,0
8,199,0
6,78,0
5,0,0
7,0,0
9,0,0
5,0,0
8,123,0
6,55,0
6,73,0
6,137,0
8,142,0
7,90,0
6,55,0
9,0,0
9,0,0
7,195,0
7,77,0
4,123,0
5,123,0
5,53,0
7,16,0
6,137,0
6,123,0
9,142,0
7,5,0
6,123,0
5,122,0
9,0,0
6,195,0
8,86,0
5,127,0
8,199,0
6,123,0
8,99,0
7,123,0
7,123,0
6,195,0
9,0,0
5,137,0
7,16,0
7,195,0
5,123,0
5,57,0
5,123,0
8,131,0
5,127,0
9,0,0
9,0,0
5,77,0
6,123,0
6,99,0
5,46,0
6,55,0
6,194,0
9,0,0
6,195,0
6,123,0
6,55,0
7,195,0
4,127,0
7,3,0
9,0,0
7,123,0
5,88,0
9,0,0
6,0,0
6,0,0
8,199,0
6,123,0
4,92,0
9,0,0
5,77,0
6,55,0
6,123,0
7,99,0
8,78,0
7,195,0
5,195,0
6,78,0
6,120,0
5,195,0
7,123,0
7,195,0
7,195,0
6,55,0
7,123,0
6,195,0
7,123,0
5,5,0
6,195,0
7,195,0
7,179,0
5,123,0
7,195,0
6,195,0
5,16,0
7,195,0
8,199,0
9,0,0
7,149,0
7,123,0
5,0,0
6,123,0
5,123,0
6,89,0
6,195,0
6,55,0
8,199,0
7,55,0
6,55,0
6,55,0
7,195,0
5,123,0
5,127,0
6,55,0
5,123,0
7,195,0
9,0,0
5,120,0
8,132,0
5,0,0
8,164,0
8,100,0
4,121,0
8,232,0
6,123,0
8,120,0
8,116,0
8,24,0
8,100,0
8,116,0
7,192,0
5,0,0
5,0,0
5,164,0
6,123,0
9,199,0
8,164,0
8,132,0
8,116,0
8,245,0
8,100,0
8,100,0
8,199,0
8,116,0
8,11,0
8,104,0
6,51,0
6,64,0
6,199,0
8,116,0
8,148,0
8,84,0
8,192,0
8,199,0
9,116,0
8,100,0
9,100,0
9,244,0
5,120,0
8,100,0
9,0,0
5,0,0
9,179,0
8,116,0
8,100,0
8,196,0
9,199,0
5,104,0
8,100,0
8,100,0
8,102,0
9,0,0
8,100,0
6,53,0
8,100,0
8,64,0
9,0,0
5,192,0
5,0,0
5,0,0
5,0,0
8,84,0
8,100,0
8,16,0
8,165,0
4,121,0
8,120,0
8,121,0
8,116,0
8,154,0
8,132,0
7,248,0
8,100,0
7,116,0
8,116,0
8,213,0
8,168,0
9,116,0
8,165,0
8,232,0
8,132,0
8,116,0
8,133,0
6,162,0
5,162,0
8,149,0
7,48,0
8,132,0
8,169,0
8,199,0
8,151,0
8,84,0
9,148,0
8,117,0
9,164,0
8,0,0
8,132,0
8,231,0
8,122,0
8,53,0
8,149,0
8,100,0
8,84,0
6,164,0
8,164,0
5,86,0
5,120,0
7,56,0
8,148,0
8,116,0
7,0,0
3,43,0
9,132,0
8,116,0
8,199,0
8,116,0
8,133,0
5,120,0
6,123,0
8,100,0
9,100,0
5,120,0
5,123,0
6,160,0
6,123,0
8,100,0
9,0,0
8,100,0
8,125,0
8,51,0
8,148,0
8,149,0
8,116,0
8,122,0
9,132,0
5,1,0
8,84,0
8,84,0
8,84,0
6,1,0
8,116,0
8,100,0
8,132,0
8,199,0
8,165,0
5,80,0
8,40,0
8,132,0
8,116,0
8,117,0
9,2,0
8,64,0
9,199,0
5,128,0
8,200,0
8,199,0
8,100,0
8,118,0
8,84,0
7,162,0
5,0,0
5,0,0
8,134,0
8,157,0
8,164,0
8,244,0
7,22,0
9,1,0
8,100,0
8,100,0
4,123,0
8,199,0
8,214,0
9,0,0
8,100,0
9,161,0
9,132,0
8,100,0
8,128,0
7,0,0
9,199,0
8,116,0
9,0,0
8,83,0
8,164,0
8,84,0
8,233,0
9,0,0
8,100,0
8,128,0
8,84,0
5,120,0
8,208,0
4,122,0
8,189,0
8,84,0
8,132,0
9,132,0
7,56,0
6,116,0
5,123,0
8,136,0
9,0,0
6,123,0
8,119,0
8,100,0
8,96,0
8,199,0
6,53,0
4,0,0
9,132,0
8,184,0
8,64,0
8,116,0
9,100,0
8,131,0
8,101,0
8,100,0
8,100,0
8,152,0
7,53,0
8,112,0
7,64,0
8,132,0
8,174,0
9,149,0
6,123,0
8,100,0
8,116,0
8,132,0
8,245,0
5,0,0
8,228,0
8,180,0
6,123,0
8,100,0
5,0,0
5,192,0
8,83,0
6,162,0
6,123,0
8,116,0
8,132,0
8,100,0
8,124,0
6,162,0
5,0,0
6,176,0
0,1,0
2,1,0
0,1,0
3,1,0
0,1,0
0,1,0
1,1,0
0,1,0
0,1,0
2,1,0
4,1,0
2,1,0
0,1,0
2,1,0
4,1,0
4,1,0
3,1,0
3,1,0
2,1,0
0,1,0
2,1,0
2,1,0
0,1,0
2,1,0
1,1,0
1,1,0
4,1,0
2,1,0
0,1,0
2,1,0
0,1,0
0,1,0
0,1,0
4,1,0
3,1,0
1,1,0
4,1,0
3,1,0
2,1,0
0,1,0
2,1,0
2,1,0
2,1,0
5,96,0
6,96,0
6,96,0
6,96,0
9,96,0
7,96,0
6,96,0
7,96,0
6,96,0
5,96,0
7,96,0
5,96,0
9,96,0
6,96,0
6,96,0
6,96,0
5,96,0
5,96,0
5,96,0
6,96,0
6,96,0
5,96,0
6,96,0
5,96,0
7,96,0
7,96,0
5,96,0
5,96,0
6,96,0
7,96,0
6,96,0
7,96,0
7,96,0
5,96,0
6,96,0
6,96,0
5,96,0
5,96,0
7,96,0
5,96,0
4,96,0
5,96,0
6,96,0
7,96,0
5,96,0
1,90,0
0,28,0
1,147,0
2,227,0
2,80,0
1,209,0
2,149,0
2,176,0
0,150,0
0,110,0
1,132,0
1,37,0
0,136,0
1,14,0
0,168,0
1,67,0
1,68,0
1,51,0
1,49,0
1,148,0
1,37,0
2,194,0
2,93,0
1,198,0
1,82,0
0,126,0
