1,1,2,1,6,10,9,1,1,0,0,0,5,0,2,0,233,236,117,0,0,131,252,255,133,255,9,10,7,not packed
1,0,1,1,1,4,3,4,2,0,0,0,8,0,1,131,8,21,65,255,225,116,85,13,65,229,4,9,5,not packed
1,1,2,1,2,8,6,1,1,0,0,0,6,0,2,0,233,253,252,117,224,53,66,125,128,0,5,9,1,not packed
1,0,0,1,0,3,3,2,2,0,0,0,8,0,0,199,152,126,24,0,133,116,4,0,0,132,3,8,-1,not packed
1,1,1,1,2,7,6,1,1,0,0,0,7,0,2,0,233,225,252,117,224,53,66,125,64,0,5,9,1,not packed
1,1,1,1,2,7,6,1,1,0,0,0,7,0,2,0,233,184,252,117,224,53,66,125,0,0,5,9,1,not packed
1,1,1,1,2,9,5,1,0,1,0,0,6,0,2,0,233,204,255,0,204,204,204,37,64,204,5,10,1,not packed
1,0,0,2,0,4,2,1,1,0,0,0,9,0,0,32,0,0,0,0,0,0,0,0,0,0,2,1,1,not packed
1,1,2,1,6,9,10,1,1,0,0,0,5,0,2,0,233,236,0,195,139,85,83,93,139,87,6,10,5,not packed
1,1,0,1,0,3,2,1,0,1,0,0,7,0,1,255,106,10,0,255,21,16,59,15,0,51,4,9,1,not packed
1,1,1,1,1,5,6,1,0,2,0,0,7,0,2,0,233,204,204,0,1,3,0,204,0,204,8,10,1,not packed
1,1,2,1,6,9,9,1,1,0,0,0,5,0,2,0,233,8,43,3,193,201,89,36,255,204,6,10,1,not packed
1,1,2,1,8,10,10,1,1,0,0,0,5,0,2,0,233,32,204,246,117,106,94,131,51,195,9,10,7,not packed
1,1,2,1,6,9,10,1,1,0,0,0,5,0,2,0,233,204,36,209,3,59,8,248,104,0,8,10,1,not packed
1,0,0,1,0,3,4,4,2,0,0,0,8,0,0,199,216,206,216,0,0,232,0,131,233,255,5,10,4,not packed
1,1,2,1,8,10,10,1,2,0,0,0,5,0,2,0,233,204,193,59,254,8,15,104,0,37,9,10,7,not packed
1,1,0,2,3,9,5,1,1,0,0,0,9,0,3,32,0,0,0,0,0,0,0,0,0,0,2,1,3,not packed
1,1,0,2,0,5,2,1,1,0,0,0,9,0,2,32,0,0,0,0,0,0,0,0,0,4,2,1,2,not packed
1,1,2,1,6,8,10,1,0,1,0,0,5,0,3,0,233,204,0,0,204,204,255,184,1,204,8,10,7,not packed
1,1,2,1,2,7,6,1,1,0,0,0,6,0,2,0,233,185,252,117,224,53,66,125,0,0,5,9,1,not packed
