2,1,0,232,0
2,1,0,85,0
2,1,0,232,0
2,1,0,85,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,85,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,85,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,255,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,232,0
2,1,0,72,0
2,1,0,232,0
2,1,0,85,0
2,1,0,232,0
2,1,0,131,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,131,0
2,1,0,232,0
2,1,0,255,0
2,1,0,255,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,232,0
2,1,0,85,0
2,1,0,85,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,85,0
2,1,0,255,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,85,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,232,0
2,1,0,255,0
2,1,0,232,0
2,1,0,131,0
2,1,0,106,0
2,1,0,131,0
2,1,0,131,0
2,1,0,232,0
2,1,0,85,0
2,1,0,232,0
2,1,0,85,0
2,1,0,131,0
2,1,0,85,0
2,1,0,131,0
2,1,0,131,0
2,1,0,85,0
2,1,0,106,0
2,1,0,106,0
2,1,0,232,0
2,1,0,232,0
2,1,0,85,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,85,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,86,0
2,1,0,232,0
2,1,0,85,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,85,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,106,0
2,1,0,232,0
2,1,0,131,0
2,1,0,131,0
2,1,0,85,0
2,1,0,131,0
2,1,0,131,0
2,1,0,232,0
2,1,0,232,0
2,1,0,131,0
2,1,0,106,0
2,1,0,131,0
2,1,0,131,0
2,1,0,85,0
2,1,0,106,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,232,0
2,1,0,232,0
2,1,0,131,0
2,1,0,131,0
2,1,0,106,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,85,0
2,1,0,131,0
2,1,0,85,0
2,1,0,85,0
2,1,0,131,0
2,1,0,232,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
2,1,0,131,0
