0,1024,2,1,4096,2,1,0,0,8,1,7,5,0,4,232,2,253,255,13,69,129,3,0,0,not packed
0,1024,3,0,4096,2,1,0,0,7,2,8,1,0,2,85,229,4,36,2,255,38,93,4,1,not packed
0,1024,8,2,4096,2,1,0,0,7,1,6,5,0,4,232,249,104,160,0,199,0,4,1,0,not packed
0,1024,3,0,4096,2,1,0,0,7,2,8,1,0,2,85,229,4,36,2,255,38,93,4,1,not packed
0,1024,3,1,4096,2,1,0,0,7,1,5,5,0,4,232,40,254,255,12,52,199,232,4,0,not packed
0,1024,10,0,4096,2,1,0,0,7,1,5,5,0,5,232,147,0,0,0,0,0,60,3,0,not packed
0,1024,7,0,4096,2,1,0,0,7,1,6,5,0,5,232,130,254,255,65,159,89,89,1,0,not packed
0,1024,3,0,4096,2,1,0,0,9,1,6,5,0,5,232,4,253,255,117,27,119,0,0,0,not packed
0,1024,3,0,4096,2,1,0,0,7,1,6,5,0,4,232,3,253,255,69,116,5,7,4,1,not packed
0,1024,4,0,4096,2,1,0,0,7,1,6,5,0,4,232,4,253,255,117,0,96,255,0,0,not packed
0,1024,2,1,4096,2,1,0,0,9,1,8,5,0,4,232,3,253,255,13,204,204,204,0,0,not packed
0,1024,6,2,4096,2,1,0,0,7,1,7,5,0,5,232,0,217,255,255,187,255,141,1,0,not packed
0,512,2,0,8192,2,1,0,0,7,1,9,5,0,2,255,0,0,0,0,48,14,0,0,0,not packed
0,1024,3,0,4096,2,1,0,0,7,2,8,1,0,2,85,229,4,36,2,255,38,93,4,1,not packed
0,1024,3,1,4096,2,1,0,0,9,1,6,5,0,4,232,2,253,255,255,61,25,34,0,0,not packed
0,1024,8,0,4096,2,1,0,0,7,1,5,5,0,5,232,93,0,0,0,0,0,60,3,1,not packed
0,1024,7,0,4096,2,1,0,0,7,1,7,3,0,5,232,90,0,0,0,0,0,60,4,1,not packed
0,512,3,0,8192,2,1,0,0,8,1,9,5,0,2,255,0,0,0,0,0,0,0,0,0,not packed
0,1024,10,2,4096,2,1,0,0,7,2,5,1,0,3,85,236,0,0,88,80,232,96,2,0,not packed
0,4096,10,0,4096,2,1,0,0,6,1,8,5,0,5,232,205,254,255,117,133,255,116,4,1,not packed
0,1024,3,0,4096,2,1,0,0,8,1,6,5,0,4,232,4,253,255,117,27,119,0,0,0,not packed
0,1024,5,0,4096,2,1,0,0,7,1,6,4,0,5,232,4,254,255,117,255,64,64,0,0,not packed
0,1024,4,0,4096,2,1,0,0,7,1,6,5,0,4,232,23,254,255,233,69,192,30,1,0,not packed
0,1024,2,0,4096,2,1,0,0,9,1,8,5,0,4,232,3,254,255,21,255,64,0,0,0,not packed
0,1024,3,1,4096,2,1,0,0,7,1,7,5,0,4,232,27,254,255,255,0,16,139,4,0,not packed
0,1024,3,0,4096,2,1,0,0,8,1,6,5,0,4,232,4,253,255,117,27,119,0,0,0,not packed
0,512,2,0,8192,2,1,0,0,8,1,9,5,0,2,255,0,0,0,0,0,0,0,0,0,not packed
0,512,4,0,8192,2,1,0,0,8,1,9,5,0,2,255,0,0,0,0,0,0,0,0,0,not packed
0,1024,2,1,4096,2,1,0,0,8,1,7,4,0,4,232,3,253,255,13,1,204,204,1,0,not packed
0,1024,7,1,4096,2,1,0,0,7,1,7,5,0,4,232,2,253,255,255,0,204,0,1,0,not packed
0,1024,9,0,4096,2,1,0,0,7,1,4,5,0,5,232,168,254,255,3,0,165,255,1,0,not packed
0,1024,10,0,4096,2,1,0,0,7,1,5,5,0,5,232,102,254,255,3,0,165,255,4,1,not packed
0,1024,10,0,4096,2,1,0,0,7,1,5,5,0,5,232,202,254,255,139,129,0,252,1,0,not packed
0,1024,6,2,4096,2,1,0,0,7,1,7,5,0,5,232,246,104,120,255,255,0,246,1,0,not packed
0,1024,4,0,4096,2,1,0,0,7,1,6,5,0,4,232,23,254,255,233,69,192,30,1,0,not packed
0,1024,6,0,4096,2,1,0,0,7,1,6,5,0,5,232,92,254,255,0,117,4,139,4,1,not packed
