0,1,1,0,3,1024,2,1,0,1,4096,235,2,0,233,253,204,117,194,0,3,0,109,131,120,16,3,117,37,not packed
0,1,1,1,4,1024,3,4,2,0,4096,137,229,236,8,4,255,254,255,141,0,116,13,0,137,229,93,255,225,not packed
2,1,1,3,5,1024,8,1,0,2,4096,197,249,255,106,104,114,228,93,141,80,1,161,0,139,112,4,191,92,not packed
1,1,1,1,4,1024,3,4,2,0,4096,137,229,236,8,4,255,254,255,141,0,116,13,0,137,229,93,255,225,not packed
1,1,1,1,8,1024,3,1,0,1,4096,84,40,0,233,254,204,1,161,0,192,0,0,87,87,87,232,205,56,not packed
2,1,1,6,9,1024,10,1,1,0,4096,132,147,0,233,0,16,0,22,0,183,5,116,235,51,161,60,0,64,not packed
2,1,1,4,9,1024,7,1,1,0,4096,238,130,0,233,254,255,163,159,0,131,0,106,131,0,0,89,104,9,not packed
0,1,1,0,2,1024,3,1,1,0,4096,147,4,0,233,253,48,21,0,139,139,141,106,69,1,0,0,246,69,not packed
0,1,1,0,3,1024,3,1,1,0,4096,122,3,0,233,253,139,56,115,224,131,33,14,147,25,116,7,61,0,not packed
1,1,1,0,4,1024,4,1,1,0,4096,159,4,0,233,253,160,33,0,106,144,212,214,228,131,248,255,117,12,not packed
0,1,1,0,3,1024,2,1,0,1,4096,2,3,0,233,253,204,117,194,0,3,204,176,204,204,204,204,204,139,not packed
1,1,1,1,5,1024,6,1,1,2,4096,10,0,0,233,217,144,236,161,176,131,0,15,0,0,86,141,69,248,not packed
0,1,2,0,4,512,2,1,1,0,8192,37,0,64,0,0,0,0,0,0,0,128,128,16,0,0,0,176,0,not packed
1,1,1,1,4,1024,3,4,2,0,4096,137,229,236,8,4,255,254,255,141,0,116,13,0,137,229,93,255,225,not packed
1,1,1,0,2,1024,3,1,0,1,4096,210,2,0,233,253,204,69,139,129,115,147,33,116,14,61,34,5,147,not packed
2,1,1,4,7,1024,8,1,1,0,4096,228,93,0,233,0,96,0,178,0,183,5,116,235,51,161,60,0,64,not packed
1,1,1,2,7,1024,7,1,1,0,4096,10,90,0,233,0,24,0,253,0,183,5,116,235,51,161,60,0,64,not packed
0,1,2,0,2,512,3,1,1,0,8192,37,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not packed
1,1,1,9,4,1024,10,1,0,2,4096,139,236,236,132,0,64,133,255,255,69,252,255,255,21,244,96,64,0,not packed
0,1,1,9,10,4096,10,1,1,0,4096,169,205,0,233,254,117,66,0,85,131,17,253,89,133,192,116,230,139,not packed
1,1,1,0,2,1024,3,1,1,0,4096,147,4,0,233,253,48,21,0,139,139,141,106,69,1,0,0,246,69,not packed
1,1,1,1,4,1024,5,1,1,0,4096,185,4,0,233,254,160,241,0,131,166,96,139,21,20,96,64,0,163,not packed
1,1,1,1,5,1024,4,1,1,0,4096,122,23,0,233,254,139,59,144,64,2,133,125,19,232,33,30,0,0,not packed
0,1,1,0,2,1024,2,1,1,0,4096,200,3,0,233,254,106,255,8,21,64,48,85,236,36,3,0,0,106,not packed
0,1,1,0,5,1024,3,1,0,1,4096,21,27,0,233,254,204,125,0,4,93,196,204,139,255,85,139,236,93,not packed
1,1,1,0,2,1024,3,1,1,0,4096,147,4,0,233,253,48,21,0,139,139,141,106,69,1,0,0,246,69,not packed
0,1,2,0,4,512,2,1,1,0,8192,37,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not packed
1,1,2,0,3,512,4,1,1,0,8192,37,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not packed
0,1,1,0,4,1024,2,1,0,1,4096,53,3,0,233,253,204,117,194,0,3,204,37,1,204,204,204,204,204,not packed
1,1,1,2,3,1024,7,1,0,1,4096,252,2,0,233,253,204,1,204,204,13,204,85,69,8,139,0,129,56,not packed
2,1,1,6,10,1024,9,1,1,0,4096,172,168,0,233,254,129,165,0,197,252,131,255,228,252,255,255,106,76,not packed
2,1,1,6,8,1024,10,1,1,0,4096,70,102,0,233,254,129,105,0,197,252,131,255,228,252,255,255,106,76,not packed
2,1,1,8,10,1024,10,1,1,0,4096,244,202,0,233,254,0,255,20,117,117,3,84,197,137,69,252,131,125,not packed
2,1,1,2,8,1024,6,1,0,2,4096,192,246,255,106,104,98,252,161,0,139,17,15,0,0,51,246,70,161,not packed
1,1,1,1,5,1024,4,1,1,0,4096,122,23,0,233,254,139,59,144,64,2,133,125,19,232,33,30,0,0,not packed
1,1,1,2,7,1024,6,1,1,0,4096,160,92,0,233,254,8,0,255,125,1,53,125,17,66,0,139,4,176,not packed
2,1,2,6,10,1024,8,1,1,0,4096,138,2,0,233,254,161,106,89,200,8,86,200,20,141,81,24,3,208,not packed
1,1,1,1,7,1024,3,1,0,1,4096,172,4,0,233,0,204,0,98,0,219,199,255,252,1,0,0,0,100,not packed
