0,1.034,0,0
0,1.005,1,0
0,1.009,0,0
0,1.005,1,0
0,1.005,0,0
0,1.001,0,0
0,1.003,0,0
0,1.111,0,0
0,1.003,0,0
0,1.004,0,0
0,1.054,0,0
0,1.001,0,0
0,1.001,0,0
0,1.005,1,0
0,1.102,0,0
0,1.003,0,0
0,1.004,0,0
0,1.048,0,0
0,1.004,1,0
0,1.0,0,0
0,1.018,0,0
0,1.011,0,0
0,1.002,0,0
0,1.058,0,0
0,1.002,0,0
0,1.013,0,0
0,1.013,0,0
0,1.036,0,0
0,1.016,0,0
0,1.002,0,0
0,1.001,0,0
0,1.002,0,0
0,1.001,0,0
0,1.002,0,0
0,1.009,0,0
0,1.006,0,0
0,1.001,1,0
0,1.004,0,0
0,1.005,0,0
0,1.0,0,0
0,1.004,0,0
0,1.01,0,0
0,1.006,0,0
0,1.0,0,0
0,1.005,1,0
0,1.001,0,0
0,1.022,1,0
0,1.007,0,0
0,1.006,0,0
0,1.003,0,0
0,1.109,0,0
0,1.0,0,0
0,1.055,0,0
0,1.003,0,0
0,1.004,0,0
0,1.0,0,0
0,1.001,0,0
0,1.015,1,0
0,1.0,0,0
0,1.001,0,0
0,1.001,0,0
0,1.003,0,0
0,1.007,0,0
0,1.037,0,0
0,1.01,0,0
0,1.117,0,0
0,1.001,0,0
0,1.125,0,0
0,1.002,0,0
0,1.004,0,0
0,1.018,0,0
0,1.014,0,0
0,1.0,0,0
0,1.024,0,0
0,1.137,0,0
0,1.004,0,0
0,1.001,0,0
0,1.046,0,0
0,1.006,0,0
0,1.004,0,0
0,1.005,1,0
0,1.001,0,0
0,1.0,0,0
0,1.083,0,0
0,1.004,0,0
0,1.117,0,0
0,1.006,0,0
0,1.008,0,0
0,1.11,0,0
0,1.01,0,0
0,1.005,0,0
0,1.005,0,0
0,1.003,0,0
0,1.016,0,0
0,1.001,0,0
0,1.002,0,0
0,1.02,0,0
0,1.013,0,0
0,1.007,0,0
0,1.013,0,0
0,1.001,0,0
0,1.003,0,0
0,1.003,0,0
0,1.031,0,0
0,1.081,0,0
0,1.004,0,0
0,1.031,0,0
0,1.002,0,0
0,1.003,0,0
0,1.004,0,0
0,1.005,1,0
0,1.063,0,0
0,1.008,0,0
0,1.002,0,0
0,1.002,0,0
0,1.004,0,0
0,1.003,0,0
0,1.001,0,0
0,1.01,0,0
0,1.008,0,0
0,1.005,1,0
0,1.046,0,0
0,1.018,0,0
0,1.022,0,0
0,1.019,0,0
0,1.004,0,0
0,1.001,0,0
0,1.018,0,0
0,1.001,0,0
0,1.005,0,0
0,1.108,0,0
0,1.001,0,0
0,1.014,1,0
0,1.008,0,0
0,1.008,1,0
0,1.015,1,0
0,1.0,0,0
0,1.443,0,0
0,1.0,0,0
0,1.007,0,0
0,1.02,1,0
0,1.007,0,0
0,1.001,1,0
0,1.022,1,0
0,1.012,0,0
0,1.001,0,0
0,1.006,0,0
0,1.003,0,0
0,1.003,0,0
0,1.003,1,0
0,1.04,1,0
0,1.013,1,0
0,1.007,1,0
0,1.019,1,0
0,1.026,1,0
0,1.004,1,0
0,1.003,1,0
0,1.004,1,0
0,1.01,1,0
0,1.009,1,0
0,1.016,0,0
0,1.056,0,0
0,1.005,1,0
0,1.027,1,0
0,1.007,1,0
0,1.049,1,0
0,1.008,1,0
0,1.001,1,0
0,1.04,1,0
0,1.025,1,0
0,1.007,1,0
0,1.005,1,0
0,1.015,1,0
0,1.004,1,0
0,1.03,1,0
0,1.037,1,0
0,1.005,0,0
0,1.028,0,0
0,1.022,1,0
0,1.016,1,0
0,1.0,0,0
0,1.012,1,0
0,1.008,1,0
0,1.005,0,0
0,1.002,0,0
0,1.001,1,0
0,1.001,0,0
0,1.028,1,0
0,1.055,1,0
0,1.198,0,0
0,1.164,0,0
0,1.01,1,0
0,1.009,1,0
0,1.001,1,0
0,1.003,1,0
0,1.0,0,0
0,1.002,0,0
0,1.037,1,0
0,1.019,1,0
0,1.007,0,0
0,1.007,1,0
0,1.014,1,0
0,1.008,1,0
0,1.054,1,0
0,1.005,1,0
0,1.013,1,0
0,1.017,0,0
0,1.008,0,0
0,1.008,1,0
0,1.004,0,0
0,1.001,1,0
0,1.029,1,0
0,1.004,1,0
0,1.004,1,0
0,1.001,0,0
0,1.025,1,0
0,1.132,0,0
0,1.004,0,0
0,1.024,1,0
0,1.002,1,0
0,1.025,1,0
0,1.008,1,0
0,1.005,1,0
0,1.002,0,0
0,1.046,1,0
0,1.047,1,0
0,1.017,1,0
0,1.073,0,0
0,1.022,1,0
0,1.003,0,0
0,1.026,1,0
0,1.001,0,0
0,1.054,0,0
0,1.003,0,0
0,1.003,0,0
0,1.003,0,0
0,1.006,0,0
0,1.019,1,0
0,1.036,1,0
0,1.004,0,0
0,1.012,1,0
0,1.0,0,0
0,1.029,1,0
0,1.024,1,0
0,1.016,1,0
0,1.001,1,0
0,1.026,1,0
0,1.001,0,0
0,1.041,1,0
0,1.053,0,0
0,1.032,1,0
0,1.011,1,0
0,1.018,0,0
0,1.016,1,0
0,1.013,1,0
0,1.004,1,0
0,1.005,0,0
0,1.013,0,0
0,1.002,0,0
0,1.001,1,0
0,1.186,0,0
0,1.052,1,0
0,1.014,1,0
0,1.001,2,0
0,1.005,1,0
0,1.014,1,0
0,1.012,1,0
0,1.06,0,0
0,1.034,1,0
0,1.028,0,0
0,1.028,1,0
0,1.029,1,0
0,1.004,1,0
0,1.0,1,0
0,1.016,1,0
0,1.016,1,0
0,1.013,1,0
0,1.016,1,0
0,1.021,1,0
0,1.063,0,0
0,1.046,0,0
0,1.002,1,0
0,1.011,1,0
0,1.03,1,0
0,1.036,1,0
0,1.005,0,0
