4096,1.0,0,0,3.829,1.0,0
4096,1.0,0,1,2.695,9.0,0
4096,1.0,0,0,3.829,2.0,0
4096,1.0,0,1,2.694,9.0,0
4096,1.0,0,0,3.851,11.0,0
4096,1.0,0,0,4.165,5.0,0
4096,1.0,0,0,3.953,3.0,0
4096,1.0,0,0,3.974,0.0,0
4096,1.0,0,0,3.767,7.0,0
4096,1.0,0,0,3.843,1.0,0
4096,1.0,0,0,3.697,1.0,0
4096,1.0,0,0,4.002,3.0,0
8192,1.0,0,0,2.667,0.0,0
4096,1.0,0,1,2.694,9.0,0
4096,1.0,0,0,3.798,1.0,0
4096,1.0,0,0,3.942,5.0,0
4096,1.0,0,0,3.926,10.0,0
8192,1.0,0,0,2.797,0.0,0
4096,1.0,0,1,3.554,4.0,0
4096,0.833,0,0,4.222,12.0,0
4096,1.0,0,0,3.874,0.0,0
4096,1.0,0,0,4.221,0.0,0
4096,1.0,0,0,3.763,3.0,0
4096,0.833,0,0,3.724,1.0,0
4096,1.0,0,0,3.827,10.0,0
4096,1.0,0,0,3.887,0.0,0
8192,1.0,0,0,2.732,0.0,0
8192,1.0,0,0,2.73,0.0,0
4096,1.0,0,0,3.733,2.0,0
4096,1.0,0,0,3.823,2.0,0
4096,1.0,0,0,4.399,3.0,0
4096,1.0,0,0,3.943,11.0,0
4096,1.0,0,0,4.285,3.0,0
4096,1.0,0,0,3.93,3.0,0
4096,1.0,0,0,3.762,3.0,0
4096,1.0,0,0,3.947,8.0,0
4096,0.8,0,1,2.427,10.0,0
4096,1.0,0,0,3.773,6.0,0
4096,1.0,0,0,3.98,10.0,0
4096,1.0,0,0,4.5,7.0,0
8192,1.0,0,0,2.68,0.0,0
4096,1.0,0,0,3.905,1.0,0
4096,1.0,0,0,3.521,0.0,0
4096,1.0,0,0,4.482,6.0,0
4096,1.0,0,1,2.694,9.0,0
4096,1.0,0,0,3.849,5.0,0
4096,0.857,0,1,2.634,7.0,0
4096,1.0,0,0,3.994,3.0,0
4096,1.0,0,0,3.906,8.0,0
4096,1.0,0,0,4.023,3.0,0
8192,1.0,0,0,2.769,0.0,0
4096,1.0,0,0,3.639,6.0,0
4096,1.0,0,0,3.775,1.0,0
4096,1.0,0,0,3.77,3.0,0
4096,1.0,0,0,3.991,10.0,0
4096,1.0,0,0,4.258,9.0,0
4096,1.0,0,0,4.207,3.0,0
4096,0.875,0,1,2.733,2.0,0
4096,1.0,0,0,4.297,7.0,0
8192,1.0,0,0,2.786,0.0,0
8192,1.0,0,0,2.688,0.0,0
4096,1.0,0,0,3.968,3.0,0
4096,1.0,0,0,3.994,8.0,0
4096,1.0,0,0,3.75,7.0,0
4096,1.0,0,0,3.815,3.0,0
4096,1.0,0,0,3.83,0.0,0
4096,1.0,0,0,3.78,2.0,0
8192,1.0,0,0,2.783,0.0,0
4096,1.0,0,0,3.8,1.0,0
4096,1.0,0,0,3.907,8.0,0
4096,1.0,0,0,3.865,0.0,0
4096,1.0,0,0,3.809,3.0,0
4096,1.0,0,0,4.295,8.0,0
4096,1.0,0,0,3.899,0.0,0
8192,1.0,0,0,2.766,0.0,0
4096,1.0,0,0,3.935,9.0,0
4096,1.0,0,0,3.74,3.0,0
8192,1.0,0,0,2.74,0.0,0
4096,1.0,0,0,3.763,5.0,0
4096,1.0,0,0,3.54,8.0,0
4096,1.0,0,1,2.66,9.0,0
4096,1.0,0,0,3.9,10.0,0
4096,1.0,0,0,4.215,8.0,0
8192,1.0,0,0,2.778,0.0,0
4096,1.0,0,0,3.837,2.0,0
4096,1.0,0,0,3.837,0.0,0
4096,1.0,0,0,3.914,10.0,0
4096,1.0,0,0,3.725,3.0,0
4096,1.0,0,0,3.803,1.0,0
4096,1.0,0,0,3.83,1.0,0
4096,1.0,0,0,3.795,2.0,0
4096,1.0,0,0,3.864,2.0,0
4096,1.0,0,0,3.75,11.0,0
4096,1.0,0,0,3.766,3.0,0
4096,1.0,0,0,3.88,9.0,0
4096,1.0,0,0,4.044,4.0,0
4096,1.0,0,0,3.712,3.0,0
4096,1.0,0,0,3.881,0.0,0
4096,1.0,0,0,3.991,9.0,0
4096,1.0,0,0,3.803,5.0,0
4096,1.0,0,0,4.051,3.0,0
4096,1.0,0,0,3.764,6.0,0
4096,1.0,0,0,3.839,2.0,0
4096,1.0,0,0,3.771,2.0,0
4096,1.0,0,0,3.665,0.0,0
4096,1.0,0,0,3.987,3.0,0
4096,1.0,0,0,3.772,1.0,0
4096,1.0,0,0,4.019,3.0,0
4096,1.0,0,0,3.994,5.0,0
4096,1.0,0,0,3.8,4.0,0
4096,1.0,0,1,2.708,9.0,0
8192,1.0,0,0,2.739,0.0,0
4096,1.0,0,0,3.582,3.0,0
4096,1.0,0,0,4.108,4.0,0
4096,1.0,0,0,4.117,8.0,0
4096,1.0,0,0,3.946,10.0,0
4096,1.0,0,0,3.966,3.0,0
4096,1.0,0,0,3.871,12.0,0
4096,1.0,0,0,3.799,1.0,0
4096,1.0,0,0,3.961,0.0,0
4096,1.0,0,1,2.704,9.0,0
4096,1.0,0,0,3.765,0.0,0
4096,1.0,0,0,3.927,0.0,0
4096,1.0,0,0,3.928,0.0,0
4096,1.0,0,0,3.809,3.0,0
4096,1.0,0,0,3.756,3.0,0
4096,1.0,0,0,4.389,8.0,0
4096,1.0,0,0,3.933,0.0,0
4096,1.0,0,0,3.95,3.0,0
4096,1.0,0,0,3.799,2.0,0
8192,1.0,0,0,2.787,0.0,0
4096,1.0,0,0,3.773,13.0,0
4096,0.778,0,1,2.74,4.0,0
4096,1.0,0,0,3.817,10.0,0
4096,0.778,0,1,2.803,4.0,0
4096,0.778,0,1,2.749,4.0,0
4096,1.0,0,0,4.425,12.0,0
4096,1.0,0,0,3.841,2.0,0
4096,1.0,0,0,4.065,3.0,0
4096,1.0,0,0,3.769,12.0,0
4096,0.778,0,1,2.752,4.0,0
4096,1.0,0,0,3.768,0.0,0
4096,0.778,0,1,2.78,4.0,0
4096,0.778,0,1,2.775,4.0,0
4096,1.0,0,0,4.086,10.0,0
4096,1.0,0,0,3.806,8.0,0
4096,1.0,0,0,3.787,3.0,0
4096,1.0,0,0,3.836,10.0,0
4096,1.0,0,0,4.079,9.0,0
4096,0.75,0,1,2.67,6.0,0
4096,0.778,0,1,2.765,4.0,0
4096,0.778,0,1,2.743,4.0,0
4096,0.778,0,1,2.803,4.0,0
4096,0.778,0,1,2.813,4.0,0
4096,0.778,0,1,2.701,4.0,0
4096,0.778,0,1,2.746,4.0,0
4096,1.0,0,1,2.485,1.0,0
4096,0.778,0,1,2.754,4.0,0
4096,0.778,0,1,2.788,4.0,0
4096,0.778,0,1,2.737,4.0,0
4096,1.0,0,0,3.915,8.0,0
4096,1.0,0,0,3.611,12.0,0
4096,1.0,0,1,2.677,1.0,0
4096,0.778,0,1,2.766,4.0,0
4096,0.778,0,1,2.798,4.0,0
4096,0.778,0,1,2.76,4.0,0
4096,0.857,0,1,2.652,5.0,0
4096,0.75,0,1,2.694,5.0,0
4096,0.778,0,1,2.785,4.0,0
4096,0.778,0,1,2.769,4.0,0
4096,0.778,0,1,2.725,4.0,0
4096,0.778,0,1,2.789,4.0,0
4096,1.0,0,0,3.924,14.0,0
4096,0.778,0,1,2.726,4.0,0
8192,1.0,0,0,2.716,0.0,0
4096,1.0,0,0,3.989,4.0,0
4096,0.667,0,1,2.765,4.0,0
4096,0.778,0,1,2.8,4.0,0
4096,0.778,0,1,2.786,4.0,0
4096,0.778,0,1,2.819,4.0,0
4096,0.75,0,1,2.692,5.0,0
4096,1.0,0,0,4.12,6.0,0
4096,0.778,0,1,2.717,4.0,0
4096,0.778,0,1,2.724,4.0,0
4096,0.778,0,1,2.775,4.0,0
8192,1.0,0,0,2.735,0.0,0
4096,0.778,0,1,2.754,4.0,0
4096,1.0,0,0,4.079,3.0,0
4096,0.778,0,1,2.727,4.0,0
4096,1.0,0,0,4.048,2.0,0
8192,1.0,0,0,2.651,0.0,0
4096,1.0,0,0,4.147,9.0,0
4096,1.0,0,0,3.863,11.0,0
4096,1.0,0,0,4.05,4.0,0
4096,1.0,0,0,3.811,10.0,0
4096,0.778,0,1,2.724,4.0,0
4096,0.778,0,1,2.744,4.0,0
4096,1.0,0,0,3.91,3.0,0
4096,0.778,0,1,2.802,4.0,0
4096,1.0,0,0,4.376,12.0,0
4096,0.778,0,1,2.778,4.0,0
4096,0.778,0,1,2.784,4.0,0
4096,0.778,0,1,2.773,4.0,0
4096,0.778,0,1,2.888,4.0,0
4096,0.778,0,1,2.784,4.0,0
4096,1.0,0,0,3.585,12.0,0
4096,0.778,0,1,2.722,4.0,0
4096,1.0,0,0,3.66,2.0,0
4096,0.778,0,1,2.779,4.0,0
4096,0.778,0,1,2.831,4.0,0
4096,1.0,0,0,3.836,0.0,0
4096,0.778,0,1,2.756,4.0,0
4096,0.778,0,1,2.82,4.0,0
4096,1.0,0,1,2.41,1.0,0
4096,0.778,0,1,2.78,4.0,0
4096,0.778,0,1,2.779,4.0,0
4096,0.778,0,1,2.813,4.0,0
4096,1.0,0,0,4.326,2.0,0
4096,1.0,0,0,4.321,6.0,0
4096,0.778,0,1,2.82,4.0,0
4096,1.0,0,0,3.901,12.0,0
4096,0.778,0,1,2.732,4.0,0
4096,0.778,0,1,2.805,4.0,0
4096,0.75,0,1,2.634,5.0,0
4096,0.778,0,1,2.794,4.0,0
4096,0.778,0,1,2.729,4.0,0
4096,0.778,0,1,2.783,4.0,0
4096,0.778,0,1,2.779,4.0,0
4096,0.778,0,1,2.791,4.0,0
4096,1.0,0,0,3.702,11.0,0
4096,0.778,0,1,2.789,4.0,0
4096,0.778,0,1,2.87,4.0,0
4096,1.0,0,0,3.663,2.0,0
4096,1.0,0,0,3.845,9.0,0
4096,0.778,0,1,2.811,4.0,0
4096,0.778,0,1,2.698,4.0,0
4096,0.778,0,1,2.756,4.0,0
4096,1.0,0,0,3.831,12.0,0
4096,0.778,0,1,2.788,4.0,0
4096,1.0,0,0,2.028,7.0,0
4096,1.0,0,0,4.043,13.0,0
4096,1.0,0,0,3.966,11.0,0
4096,0.778,0,1,2.788,4.0,0
4096,0.778,0,1,2.745,4.0,0
4096,1.0,0,0,3.789,3.0,0
4096,1.0,0,0,1.523,15.0,0
4096,0.778,0,1,2.811,4.0,0
4096,0.778,0,1,2.785,4.0,0
4096,1.0,0,1,2.525,2.0,0
4096,0.75,0,1,2.73,4.0,0
4096,0.778,0,1,2.725,4.0,0
4096,1.0,0,0,4.03,11.0,0
4096,1.0,0,0,4.112,10.0,0
4096,0.778,0,1,2.729,4.0,0
4096,0.778,0,1,2.731,4.0,0
4096,1.0,0,0,3.89,13.0,0
4096,1.0,0,0,4.164,3.0,0
4096,1.0,0,0,3.96,3.0,0
4096,1.0,0,0,4.046,3.0,0
4096,0.778,0,1,2.751,4.0,0
8192,1.0,0,0,2.652,0.0,0
4096,0.778,0,1,2.75,4.0,0
4096,0.778,0,1,2.757,4.0,0
4096,0.625,0,2,2.178,16.0,0
4096,0.778,0,1,2.782,4.0,0
4096,0.778,0,1,2.795,4.0,0
4096,0.778,0,1,2.75,4.0,0
4096,1.0,0,0,3.804,2.0,0
4096,0.778,0,1,2.726,5.0,0
4096,1.0,0,0,4.204,4.0,0
4096,0.778,0,1,2.735,4.0,0
4096,0.778,0,1,2.728,4.0,0
4096,0.778,0,1,2.76,4.0,0
4096,0.8,0,1,3.219,10.0,0
4096,0.778,0,1,2.759,4.0,0
4096,0.778,0,1,2.805,4.0,0
4096,0.778,0,1,2.798,4.0,0
4096,0.75,0,1,2.693,5.0,0
4096,0.778,0,1,2.771,4.0,0
4096,1.0,0,0,3.95,11.0,0
4096,1.0,0,0,3.817,6.0,0
4096,0.778,0,1,2.742,4.0,0
4096,0.778,0,1,2.772,4.0,0
4096,0.778,0,1,2.795,4.0,0
4096,0.75,0,1,2.62,6.0,0
4096,1.0,0,0,4.013,13.0,0
4096,0.833,0,1,2.614,3.0,0
4096,1.0,0,0,3.876,11.0,0
4096,1.0,0,0,3.932,0.0,0
4096,1.0,0,1,2.532,4.0,0
4096,0.778,0,1,2.734,4.0,0
4096,0.778,0,1,2.766,4.0,0
4096,0.778,0,1,2.719,4.0,0
