4096,6,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,6,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
143360,5,1,0,0,0,1,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,10,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
8192,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
8192,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
8192,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
8192,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
4096,5,1,0,0,0,0,0,0
4096,4,1,0,0,0,0,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,1,0,0
4096,4,1,0,0,0,0,0,0
