1024,195,0
1024,199,0
1024,88,0
1024,199,0
1024,90,0
1024,0,0
1024,123,0
1024,55,0
1024,179,0
1024,55,0
1024,195,0
1024,33,0
512,0,0
1024,199,0
1024,78,0
1024,0,0
1024,0,0
512,0,0
1024,0,0
4096,123,0
1024,55,0
1024,73,0
1024,137,0
1024,142,0
1024,90,0
1024,55,0
512,0,0
512,0,0
1024,195,0
1024,77,0
1024,123,0
1024,123,0
1024,53,0
1024,16,0
1024,137,0
1024,123,0
1024,142,0
1024,5,0
1024,123,0
1024,122,0
512,0,0
1024,195,0
1024,86,0
1024,127,0
1024,199,0
1024,123,0
1024,99,0
1024,123,0
1024,123,0
1024,195,0
4096,0,0
1024,137,0
1024,16,0
1024,195,0
1024,123,0
1024,57,0
1024,123,0
1024,131,0
1024,127,0
512,0,0
512,0,0
1024,77,0
1024,123,0
1024,99,0
1024,46,0
1024,55,0
1024,194,0
4096,0,0
1024,195,0
1024,123,0
1024,55,0
1024,195,0
1024,127,0
1024,3,0
4096,0,0
1024,123,0
1024,88,0
512,0,0
1024,0,0
1024,0,0
1024,199,0
1024,123,0
1024,92,0
4096,0,0
1024,77,0
1024,55,0
1024,123,0
1024,99,0
1024,78,0
1024,195,0
1024,195,0
1024,78,0
1024,120,0
1024,195,0
1024,123,0
1024,195,0
1024,195,0
1024,55,0
1024,123,0
1024,195,0
1024,123,0
1024,5,0
1024,195,0
1024,195,0
1024,179,0
1024,123,0
1024,195,0
1024,195,0
1024,16,0
1024,195,0
1024,199,0
4096,0,0
1024,149,0
1024,123,0
1024,0,0
1024,123,0
1024,123,0
1024,89,0
1024,195,0
1024,55,0
1024,199,0
1024,55,0
1024,55,0
1024,55,0
1024,195,0
1024,123,0
1024,127,0
1024,55,0
1024,123,0
1024,195,0
4096,0,0
1024,120,0
1024,132,0
4096,0,0
1024,164,0
1024,100,0
1024,121,0
4096,232,0
1024,123,0
4096,120,0
1024,116,0
4096,24,0
1024,100,0
1024,116,0
4096,192,0
4096,0,0
1024,0,0
1024,164,0
1024,123,0
1024,199,0
1024,164,0
1024,132,0
1024,116,0
1024,245,0
1024,100,0
1024,100,0
1024,199,0
1024,116,0
1024,11,0
1024,104,0
1024,51,0
4096,64,0
1024,199,0
1024,116,0
1024,148,0
1024,84,0
1024,192,0
1024,199,0
1024,116,0
1024,100,0
1024,100,0
1024,244,0
1024,116,0
1024,116,0
1024,100,0
1024,116,0
1024,0,0
1024,215,0
1024,100,0
1024,116,0
1024,86,0
1024,116,0
1024,248,0
1024,123,0
1024,142,0
1024,116,0
4096,0,0
1024,100,0
1024,100,0
1024,83,0
4096,0,0
1024,233,0
1024,152,0
1024,133,0
1024,173,0
1024,120,0
1024,169,0
1024,112,0
1024,100,0
1024,0,0
1024,139,0
1024,148,0
1024,192,0
1024,84,0
1024,131,0
1024,116,0
1536,80,0
4096,144,0
1024,132,0
1024,123,0
1024,213,0
1024,100,0
1024,108,0
1024,197,0
1024,120,0
1024,100,0
4096,0,0
1024,0,0
1024,179,0
1024,116,0
1024,100,0
1024,196,0
1024,199,0
1024,104,0
1024,100,0
1024,100,0
1024,102,0
4096,0,0
1024,100,0
1024,53,0
1024,100,0
1024,64,0
4096,0,0
1024,192,0
1024,0,0
1024,0,0
4096,0,0
1024,84,0
1024,100,0
4096,16,0
1024,165,0
1024,121,0
1024,120,0
1024,121,0
1024,116,0
1024,154,0
1024,132,0
4096,248,0
1024,100,0
1024,116,0
1024,116,0
1024,213,0
4096,168,0
1024,116,0
1024,165,0
1024,232,0
1024,123,0
1024,160,0
1024,123,0
1024,100,0
4096,0,0
1024,100,0
1024,125,0
1024,51,0
1024,148,0
1024,149,0
1024,116,0
1024,122,0
1024,132,0
1024,1,0
1024,84,0
1024,84,0
1024,84,0
1024,1,0
1024,116,0
1024,100,0
1024,132,0
1024,199,0
1024,165,0
4096,80,0
4096,40,0
1024,132,0
1024,116,0
1024,117,0
1024,2,0
4096,64,0
1024,199,0
1024,128,0
4096,200,0
1024,199,0
1024,100,0
1024,118,0
1024,84,0
1024,162,0
1024,0,0
1024,0,0
1024,134,0
1024,157,0
1024,164,0
1024,244,0
4096,22,0
1024,1,0
1024,100,0
1024,100,0
1024,123,0
1024,199,0
1024,214,0
4096,0,0
1024,100,0
