0,0,0,0,0,0,0,0,0,4194304,69632,4,0,258048,53248,4096,135168,0,2097152,4096,4096,7,6,0.538,2,6,0,2,6,0,0,1,0,1,1,0,1.053,8,9,128.000,0.000,0,0.000,0.000,-1.000,2.582,5.631,6.025,85,139,236,106,255,104,176,225,65,0,104,36,172,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,36,225,65,0,51,210,138,212,137,21,208,38,66,0,139,200,129,225,255,0,0,0,137,13,5,103,13,0.126,10,0,-1,1
0,0,0,0,0,0,0,0,0,4194304,94208,4,0,307200,53248,4096,176128,0,1048576,4096,4096,5,3,0.625,2,2,0,2,2,0,0,1,0,1,1,0,1.057,3,4,1.080,0.000,0,0.000,0.000,4.062,3.399,5.700,5.991,85,139,236,106,255,104,176,65,66,0,104,96,11,66,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,65,66,0,51,210,138,212,137,21,212,134,66,0,139,200,129,225,255,0,0,0,137,13,10,103,13,0.126,10,1,156,1
1,0,1,0,0,0,0,1,0,4194304,86016,5,1,299008,53248,4096,159744,0,1048576,4096,4096,6,4,0.600,2,2,0,2,2,0,0,1,0,1,1,0,1.053,4,5,3.122,0.000,0,0.000,0.000,2.109,3.238,5.619,6.028,85,139,236,106,255,104,176,33,66,0,104,36,236,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,36,33,66,0,51,210,138,212,137,21,208,102,66,0,139,200,129,225,255,0,0,0,137,13,4,103,13,0.126,10,1,14,1
1,0,1,0,0,0,0,1,0,16777216,126976,6,1,307200,53248,4096,225280,0,1048576,8192,4096,6,3,0.667,2,2,0,2,2,0,0,1,0,1,1,0,1.057,3,4,1.274,0.000,0,0.000,0.000,6.555,3.382,6.450,6.031,85,139,236,106,255,104,176,193,2,1,104,96,139,2,1,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,193,2,1,51,210,138,212,137,21,212,6,3,1,139,200,129,225,255,0,0,0,137,13,8,103,13,0.126,10,1,86,1
0,0,0,0,0,0,0,0,0,4194304,61440,4,0,245760,53248,4096,139264,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.381,2.619,6.004,5.997,85,139,236,106,255,104,176,193,65,0,104,96,139,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,193,65,0,51,210,138,212,137,21,212,6,66,0,139,200,129,225,255,0,0,0,137,13,13,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,0,0,4194304,172032,4,0,405504,53248,4096,188416,0,1048576,4096,4096,5,3,0.625,2,2,0,2,2,0,0,1,0,1,1,0,1.057,3,4,1.080,0.000,0,0.000,0.000,3.922,3.544,5.075,6.013,85,139,236,106,255,104,176,113,67,0,104,96,59,67,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,113,67,0,51,210,138,212,137,21,212,182,67,0,139,200,129,225,255,0,0,0,137,13,12,103,13,0.126,10,1,140,1
0,0,0,0,0,0,0,0,0,4194304,73728,4,0,266240,53248,4096,147456,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.382,2.649,5.896,6.012,85,139,236,106,255,104,176,241,65,0,104,96,187,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,241,65,0,51,210,138,212,137,21,212,54,66,0,139,200,129,225,255,0,0,0,137,13,12,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,0,0,4194304,147456,4,0,372736,53248,4096,167936,0,1048576,4096,4096,4,3,0.571,2,2,0,2,2,0,0,1,0,1,1,0,1.053,3,4,1.080,0.000,0,0.000,0.000,-1.000,3.354,5.132,6.013,85,139,236,106,255,104,176,17,67,0,104,36,220,66,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,36,17,67,0,51,210,138,212,137,21,208,86,67,0,139,200,129,225,255,0,0,0,137,13,5,103,13,0.126,10,1,-1,1
0,0,0,0,0,0,0,0,0,4194304,65536,4,0,249856,53248,4096,139264,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.371,2.587,5.920,6.012,85,139,236,106,255,104,176,209,65,0,104,96,155,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,209,65,0,51,210,138,212,137,21,212,22,66,0,139,200,129,225,255,0,0,0,137,13,12,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,0,0,4194304,65536,4,0,253952,53248,4096,143360,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.381,2.616,5.966,6.012,85,139,236,106,255,104,176,209,65,0,104,96,155,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,209,65,0,51,210,138,212,137,21,212,22,66,0,139,200,129,225,255,0,0,0,137,13,9,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,0,0,4194304,241664,4,0,512000,53248,4096,225280,0,1048576,4096,4096,5,3,0.625,2,2,0,2,2,0,0,1,0,1,1,0,1.057,3,4,1.080,0.000,0,0.000,0.000,3.545,3.589,4.801,5.996,85,139,236,106,255,104,176,129,68,0,104,96,75,68,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,129,68,0,51,210,138,212,137,21,212,198,68,0,139,200,129,225,255,0,0,0,137,13,10,103,13,0.126,10,1,120,1
0,0,0,0,0,0,0,0,0,4194304,65536,4,0,249856,53248,4096,139264,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.381,2.630,5.996,6.012,85,139,236,106,255,104,176,209,65,0,104,96,155,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,209,65,0,51,210,138,212,137,21,212,22,66,0,139,200,129,225,255,0,0,0,137,13,14,103,13,0.126,10,1,30,1
1,0,1,0,0,0,0,1,0,4194304,40960,6,3,229376,53248,4096,135168,0,1048576,8192,4096,7,3,0.700,2,2,0,2,2,0,0,1,0,1,1,0,1.057,4,5,1.977,0.000,0,0.000,0.000,2.792,3.429,6.080,6.010,85,139,236,106,255,104,176,113,65,0,104,96,59,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,113,65,0,51,210,138,212,137,21,212,182,65,0,139,200,129,225,255,0,0,0,137,13,8,103,13,0.126,10,1,14,1
0,0,0,0,0,0,0,0,0,4194304,90112,4,0,286720,53248,4096,151552,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.389,2.678,5.690,6.002,85,139,236,106,255,104,176,49,66,0,104,96,251,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,49,66,0,51,210,138,212,137,21,212,118,66,0,139,200,129,225,255,0,0,0,137,13,15,103,13,0.126,10,1,30,1
1,0,1,0,0,0,0,1,0,4194304,901120,5,1,1187840,53248,4096,708608,0,1048576,4096,4096,6,4,0.600,2,2,0,2,2,0,0,1,0,1,1,0,1.053,4,5,1.270,0.000,0,0.000,0.000,3.453,3.613,3.694,6.033,85,139,236,106,255,104,176,145,78,0,104,36,92,78,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,36,145,78,0,51,210,138,212,137,21,208,214,78,0,139,200,129,225,255,0,0,0,137,13,6,103,13,0.126,10,1,24,1
1,0,1,0,0,0,0,1,0,4194304,172032,5,1,425984,53248,4096,200704,0,1048576,4096,4096,6,4,0.600,2,2,0,2,2,0,0,1,0,1,1,0,1.057,4,5,1.556,0.000,0,0.000,0.000,2.468,3.537,5.314,6.013,85,139,236,106,255,104,176,113,67,0,104,96,59,67,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,113,67,0,51,210,138,212,137,21,212,182,67,0,139,200,129,225,255,0,0,0,137,13,7,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,0,0,4194304,61440,4,0,245760,53248,4096,139264,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.384,2.614,6.008,5.997,85,139,236,106,255,104,176,193,65,0,104,96,139,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,193,65,0,51,210,138,212,137,21,212,6,66,0,139,200,129,225,255,0,0,0,137,13,9,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,0,0,4194304,61440,4,0,245760,53248,4096,139264,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.382,2.608,6.002,5.997,85,139,236,106,255,104,176,193,65,0,104,96,139,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,193,65,0,51,210,138,212,137,21,212,6,66,0,139,200,129,225,255,0,0,0,137,13,14,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,1,0,4194304,40960,5,0,225280,53248,4096,135168,0,1048576,8192,4096,5,2,0.714,2,2,0,2,2,0,0,1,0,1,1,0,1.053,2,3,1.965,0.000,0,0.000,0.000,2.817,3.342,6.311,6.027,85,139,236,106,255,104,176,113,65,0,104,36,60,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,36,113,65,0,51,210,138,212,137,21,208,182,65,0,139,200,129,225,255,0,0,0,137,13,5,103,13,0.126,10,1,40,1
0,0,0,0,0,0,0,0,0,4194304,81920,4,0,278528,53248,4096,151552,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.393,2.610,5.954,5.988,85,139,236,106,255,104,176,17,66,0,104,96,219,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,17,66,0,51,210,138,212,137,21,212,86,66,0,139,200,129,225,255,0,0,0,137,13,15,103,13,0.126,10,1,30,1
0,0,0,0,0,0,0,0,0,4194304,61440,4,0,253952,53248,4096,139264,0,2097152,4096,4096,7,5,0.583,2,7,0,2,7,0,0,1,0,1,1,0,1.053,7,8,128.000,0.000,0,0.000,0.000,-1.000,2.556,5.748,6.011,85,139,236,106,255,104,176,193,65,0,104,36,140,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,36,193,65,0,51,210,138,212,137,21,208,6,66,0,139,200,129,225,255,0,0,0,137,13,4,103,13,0.126,10,1,-1,1
1,0,1,0,0,0,0,1,0,4194304,36864,5,1,221184,53248,4096,131072,0,1048576,4096,4096,6,5,0.545,2,2,0,2,2,0,0,1,0,1,1,0,1.057,5,6,4.452,0.000,0,0.000,0.000,1.837,3.409,6.507,6.015,85,139,236,106,255,104,176,97,65,0,104,96,43,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,97,65,0,51,210,138,212,137,21,212,166,65,0,139,200,129,225,255,0,0,0,137,13,10,103,13,0.126,10,1,8,1
0,0,0,0,0,0,0,0,0,4194304,49152,4,0,237568,53248,4096,143360,0,1048576,4096,4096,5,3,0.625,2,2,0,2,2,0,0,1,0,1,1,0,1.057,3,4,1.080,0.000,0,0.000,0.000,5.815,3.364,6.351,6.013,85,139,236,106,255,104,176,145,65,0,104,96,91,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,145,65,0,51,210,138,212,137,21,212,214,65,0,139,200,129,225,255,0,0,0,137,13,8,103,13,0.126,10,1,32,1
1,0,1,0,0,0,0,1,0,1255145472,311296,6,1,602112,53248,4096,270336,0,1048576,1036288,4096,6,3,0.667,2,2,0,2,2,0,0,1,0,1,1,0,1.053,3,4,1.270,0.000,0,0.000,0.000,3.778,3.565,4.501,6.112,85,139,236,106,255,104,176,145,213,74,104,36,92,213,74,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,36,145,213,74,51,210,138,212,137,21,208,214,213,74,139,200,129,225,255,0,0,0,137,13,6,103,13,0.126,10,1,68,1
0,0,0,0,0,0,0,0,0,4194304,65536,4,0,253952,53248,4096,143360,0,2097152,4096,4096,8,5,0.615,2,7,0,2,7,0,0,1,0,1,1,0,1.057,7,8,128.000,0.000,1,0.000,0.000,3.388,2.579,6.058,6.012,85,139,236,106,255,104,176,209,65,0,104,96,155,65,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,36,209,65,0,51,210,138,212,137,21,212,22,66,0,139,200,129,225,255,0,0,0,137,13,15,103,13,0.126,10,1,30,1
